Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Type
Christmas Ale,2439,0.09,,101,Herbed / Spiced Beer,12,Other
Pay It Forward Cocoa Porter,2356,0.07,,101,American Porter,12,Other
West Sixth Amber Ale,1069,0.055,,101,American Amber / Red Ale,12,Other Ale
West Sixth IPA,652,,,101,American IPA,12,IPA
One Claw,1542,0.055,,385,American Pale Ale (APA),12,APA
Westbrook Gose,1312,0.04,5,385,Gose,12,Other
White Thai,576,0.05,16,385,Witbier,12,Other
Westbrook IPA,575,0.068,65,385,American IPA,12,IPA
Westfield Octoberfest,1645,0.057,22,352,Märzen / Oktoberfest,12,Other
Pop's Old Fashioned Lager,1551,0.052,,352,American Amber / Red Lager,12,Lager
Charlie in the Rye,1550,0.058,55,352,American IPA,12,IPA
Royal Lager,2364,,,133,American Pale Lager,16,Lager
Rip Van Winkle (Current),2348,0.08,,133,Bock,12,Other
O’Malley’s Stout,2344,,,133,English Stout,12,Other
O’Malley’s IPA,2343,0.075,89,133,American IPA,12,IPA
O’Malley’s Irish Style Cream Ale,2342,,,133,Cream Ale,12,Other Ale
L'il Lucy's Hot Pepper Ale,2341,0.049,28,133,Chile Beer,12,Other
Drop Kick Ale,2340,0.052,,133,American Amber / Red Ale,12,Other Ale
Raspberry Berliner Weisse,2573,0.055,,48,Berliner Weissbier,12,Other
Hop Session,2572,0.05,,48,American IPA,12,IPA
Blueberry Berliner Weisse,2571,0.055,,48,Berliner Weissbier,12,Other
Berliner Weisse,2570,0.055,,48,Berliner Weissbier,12,Other
Super G IPA,1498,0.06,,397,American IPA,16,IPA
Hefe Lemon,1838,0.049,30,297,Radler,12,Other
Hefe Black,1837,0.049,30,297,Hefeweizen,12,Other
Widmer Brothers Hefeweizen,1836,0.049,30,297,Hefeweizen,12,Other
Hop Slayer Double IPA,1619,0.082,100,362,American Double / Imperial IPA,12,IPA
Pumpkin Ale,1618,0.045,,362,Pumpkin Ale,12,Other Ale
Big Bowl Blonde Ale,1364,0.05,,362,American Brown Ale,12,Other Ale
Phat Chance,971,0.052,27,362,American Blonde Ale,12,Other Ale
Hop Slayer Double IPA (2011),740,0.082,100,362,American Double / Imperial IPA,12,IPA
Hop Slayer Double IPA (2011),430,0.082,100,362,American Double / Imperial IPA,12,IPA
Wild Onion Summer Wit,398,0.042,13,362,Witbier,12,Other
Jack Stout,366,0.06,23,362,Oatmeal Stout,12,Other
Wild Onion Pumpkin Ale (2010),334,0.045,,362,Pumpkin Ale,12,Other Ale
Paddy Pale Ale,162,0.056,41,362,American Pale Ale (APA),12,APA
Blonde Hunny,2253,0.068,21,182,Belgian Pale Ale,12,Other Ale
Wild Wolf Wee Heavy Scottish Style Ale,1318,0.057,20,182,Scotch Ale / Wee Heavy,12,Other Ale
Wild Wolf American Pilsner,1195,0.045,25,182,American Pilsner,12,Other
Alpha Ale,1194,0.051,45,182,American Pale Ale (APA),12,APA
Mystical Stout,826,0.054,,500,Irish Dry Stout,16,Other
Bodacious Bock,825,0.075,,500,Bock,16,Other
Ambitious Lager,813,0.05,,500,Munich Helles Lager,16,Lager
Wyoming Pale Ale,324,0.072,,551,American Pale Ale (APA),16,APA
Wind River Blonde Ale,323,0.05,,551,American Blonde Ale,16,Other Ale
Ace IPA,762,0.074,83,510,American IPA,16,IPA
P-51 Porter,761,0.08,31,510,American Porter,16,Other
#001 Golden Amber Lager,2149,0.055,,212,American Amber / Red Lager,12,Lager
#002 American I.P.A.,2148,0.071,60,212,American IPA,12,IPA
#003 Brown & Robust Porter,2147,0.052,,212,American Porter,12,Other
#004 Session I.P.A.,2146,0.048,38,212,American IPA,12,IPA
Tarasque,2047,0.059,,240,Saison / Farmhouse Ale,12,Other Ale
Ananda India Pale Ale,1470,0.062,61,240,American IPA,12,IPA
Tiny Bomb,1469,0.045,23,240,American Pilsner,12,Other
Train Hopper,2627,0.058,72,15,American IPA,12,IPA
Edward’s Portly Brown,2626,0.045,,15,American Brown Ale,12,Other Ale
Troopers Alley IPA,1676,0.059,135,345,American IPA,12,IPA
Wolverine Premium Lager,1468,0.047,15,403,American Pale Lager,12,Lager
Woodchuck Amber Hard Cider,822,0.05,,502,Cider,12,Other
4000 Footer IPA,2417,0.065,82,110,American IPA,12,IPA
Summer Brew,2306,0.028,15,110,American Pilsner,12,Other
Be Hoppy IPA,1697,0.065,69,340,American IPA,16,IPA
Worthy IPA,2194,0.069,69,200,American IPA,12,IPA
Easy Day Kolsch,1514,0.045,25,200,Kölsch,12,Other
Lights Out Vanilla Cream Extra Stout,1513,0.077,30,200,American Double / Imperial IPA,12,IPA
Worthy IPA (2013),1512,0.069,69,200,American IPA,12,IPA
Worthy Pale,1511,0.06,50,200,American Pale Ale (APA),12,APA
Patty's Chile Beer,1345,0.042,,425,Chile Beer,12,Other
Colorojo Imperial Red Ale,1316,0.082,,425,American Strong Ale,12,Other Ale
Wynkoop Pumpkin Ale,1045,0.055,,425,Pumpkin Ale,12,Other Ale
Rocky Mountain Oyster Stout,1035,0.075,,425,American Stout,12,Other
Belgorado,928,0.067,45,425,Belgian IPA,12,IPA
Rail Yard Ale,807,0.052,,425,American Amber / Red Ale,12,Other Ale
B3K Black Lager,620,0.055,,425,Schwarzbier,12,Other
Silverback Pale Ale,145,0.055,40,425,American Pale Ale (APA),12,APA
Rail Yard Ale (2009),84,0.052,,425,American Amber / Red Ale,12,Other Ale
